block_number,wsteth_eth,stETH_amount,ETH_amount,stEthPerToken
15373384,1.051392948609930044767679647,579711034973396994157804,212613377722335408405418,1082635968420590851
15373648,1.051378486857200922344190985,579687757349400859997154,212546298416732755728809,1082635968420590851
15373912,1.051382192045168251226527900,579676580446831088235144,212557195127665698186904,1082635968420590851
15374176,1.051399051023885311550998267,579587575236768356421143,212592808620188135603403,1082635968420590851
15374440,1.051401641240976125857287116,579579738779315863518015,212600424783100461187778,1082635968420590851
15374704,1.051403718182274182879609725,579574201271607378354779,212606806129874233986332,1082635968420590851
15374968,1.051438846358818679505020555,579531176747970543866963,212733422271806409730467,1082635968420590851
15375232,1.051395405025785434460772194,579663686982305741290008,212605959784758900753804,1082635968420590851
15375496,1.051386685746602989155462637,579662862455806897285352,212570353918089472434101,1082635968420590851
15375760,1.051390714678961835204518138,579654623865438708153310,212583643432985134401035,1082635968420590851
15376024,1.051386297976907080453656818,579668040652964483080931,212570683108818640691755,1082635968420590851
15376288,1.051356585374356056306055507,579745430444699257983441,212478852328880421390317,1082635968420590851
15376552,1.051365325358885272066800098,579719473202863232986106,212504680033433639572074,1082635968420590851
15376816,1.051363875874855802194929311,579725109041180360752912,212500883722825918885017,1082635968420590851
15377080,1.051370428604353257640013908,579640949345661094093755,212496535458811686191725,1082635968420590851
15377344,1.051668752221118774414776453,578718595347699831568852,213371596937158795898860,1082635968420590851
15377608,1.051694635823626100545880035,578637297449116154161478,213447671087575963976085,1082635968420590851
15377872,1.051830331307199051238399079,578679169232194911645415,213556831209248035300687,1082752136073904810
15378136,1.051836323487728819259245938,578663290504467586901065,213575565292454448701422,1082752136073904810
15378400,1.051915626371840106756394562,578665613065821525882477,213902564499963252446908,1082752136073904810
15378664,1.051898118965150619175119573,578718648719525332608365,213850056370785430087392,1082752136073904810
15378928,1.051894012027723812607860054,578732583247753460171704,213838297316592374040035,1082752136073904810
15379192,1.051897680267692480882146810,578726953164756908486276,213851318801274658409097,1082752136073904810
15379456,1.051822574270819155017875346,578903215596148935068915,213607672972633860260961,1082752136073904810
15379720,1.051804008591592953791860054,578959626768689771239444,213552320699340942102659,1082752136073904810
15379984,1.051810498226257273302053363,578939782949941843668320,213571617001857269408409,1082752136073904810
15380248,1.051812977287145400850931765,578955990641409491081634,213587765759914704843753,1082752136073904810
15380512,1.051742467534009017882112857,579171504372101026508535,213378377923930007694228,1082752136073904810
15380776,1.051746348580617329560027429,579159660541710999149588,213389890782267708906019,1082752136073904810
15381040,1.051738905489533859594075693,579156091004545358020025,213358130588884011456973,1082752136073904810
15381304,1.051752513289266000029442694,579115455592758802993652,213398825868951477346157,1082752136073904810
15381568,1.051747006402063089325338296,579132271242278528732658,213382490432116575635909,1082752136073904810
15381832,1.051733653148688718559355948,579173943587944304341204,213343229078040264854671,1082752136073904810
15382096,1.051704076202796711569931176,579263241925792102600377,213255254443219945134555,1082752136073904810
15382360,1.051706115777834016355996027,579259642745061378094230,213262258845799140893309,1082752136073904810
15382624,1.051675608806784012472235190,579226374597324925297190,213125513396897553895958,1082752136073904810
15382888,1.051693864859887028728735459,579284669863770405484834,213221451099508192362670,1082752136073904810
15383152,1.051712914201036852546167211,579228866556273946590028,213278696614992447294702,1082752136073904810
15383416,1.051720824799688758233173758,579236574492194118898081,213313857456952803453710,1082752136073904810
15383680,1.051710510823629984855642761,579255315470478972932465,213278617236181455610103,1082752136073904810
15383944,1.051734086188864436550716164,579209532812204677900783,213358109335495522542000,1082752136073904810
15384208,1.051802304075631244728583624,579388090677871916057630,213244621113491471476423,1082867534929167263
15384472,1.051802813286292659356035983,579472705444813219954872,213277842288571873188381,1082867534929167263
15384736,1.051751449888069567251136505,579629092941848332395793,213125920083867393776264,1082867534929167263
15385000,1.051723003055457406063055714,579715581122901328373741,213041902460246038848209,1082867534929167263
15385264,1.051752967110497261060686469,579627122289566560388683,213131376111245094220590,1082867534929167263
15385528,1.051749658859250757814152166,579637405768251001260786,213121681072327669619829,1082867534929167263
15385792,1.051755650692647758859266105,579619030423603864716769,213139333582748689964180,1082867534929167263
15386056,1.051769142580580851387139774,579581717813948277242813,213180595956017892656283,1082867534929167263
15386320,1.051736029108046865943038028,581170911889074274343220,213629874202020602076508,1082867534929167263
15386584,1.051748964432272614999419602,581116440048963978130945,213662656487110113201526,1082867534929167263
15386848,1.051757607099856883792199369,581096897782895388398730,213690769476145876128412,1082867534929167263
15387112,1.051764939698847989291152771,581074536167465739794728,213712503997779223682189,1082867534929167263
15387376,1.051868577624453848784469301,580712812892386260470862,214003723069865106197943,1082867534929167263
15387640,1.051874367966472600954830341,580687656399888532409685,214018215885861150608879,1082867534929167263
15387904,1.053495771857361651413498294,575655551312719999936147,219022220610948093490837,1082867534929167263
15388168,1.053657659210152086615153166,580891028035500329605815,221735422707199718951396,1082867534929167263
15388432,1.054041895820496232971663630,579613939623359484878237,222979138130550450455805,1082867534929167263
15388696,1.054398730491739266668105302,579880263507698308083939,224719861291008788932449,1082867534929167263
15388960,1.054395186336826384376763599,579892495344486609938385,224708185828943690764168,1082867534929167263
15389224,1.054324309052687480559029609,580077529711509173693916,224452105728391476048127,1082867534929167263
15389488,1.054313259543777414606324783,580086557782895820998913,224404602810792793596197,1082867534929167263
15389752,1.054292537799621065630617522,580156796936211170257140,224336202782573236089316,1082867534929167263
15390016,1.054286316629229558472502504,580186026835508235045507,224318830294838181335274,1082867534929167263
15390280,1.054346548308504383228978440,580344212188244891165046,224138927762901917158258,1082983186037212807
15390544,1.054346448831103399967901169,580335856215382841310106,224135243229934645744569,1082983186037212807
15390808,1.054337162487098522589690219,580367375768136909266493,224104732599847305876679,1082983186037212807
15391072,1.054334398292906760374876285,580376716121260353221011,224095637499969148829197,1082983186037212807
15391336,1.054333479820225072387529508,580379820610760498720330,224092616078258695326665,1082983186037212807
15391600,1.054333605965420250782926814,580379395518272704010050,224093031534966880562649,1082983186037212807
15391864,1.054327953413290330786367122,580377408221012186748927,224066296497316828342576,1082983186037212807
15392128,1.054351411636392121806693467,580098280429161566327674,224066296497316828342576,1082983186037212807
15392392,1.054459484083653419972392840,579727627648214674825192,224420905646607941939430,1082983186037212807
15392656,1.054550450341524836517237418,580467729937801443104109,225129018156311245054870,1082983186037212807
15392920,1.054554599277748971886126128,580455488817730068763105,225143545351248768822330,1082983186037212807
15393184,1.054500397039135117793762220,580640153497869419777936,224963598366119617712434,1082983186037212807
15393448,1.054483648121251393448005729,580697972591844516547543,224908391637221610573111,1082983186037212807
15393712,1.054502151108800855894287452,580635026556287195883583,224969742555815799135205,1082983186037212807
